id,_id,ltable_id,rtable_id,ltable_Title,ltable_Authors,ltable_Genres,ltable_Publishing Date,ltable_Pages,ltable_Publisher,ltable_Language,rtable_Title,rtable_Authors,rtable_Genres,rtable_Publishing Date,rtable_Pages,rtable_Publisher,rtable_Language,match
32712,32712,2821,1065,Nauti Temptress,Lora Leigh,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,06 Nov 2012,324,Penguin Putnam Inc,English,Nauti Intentions,Lora Leigh,Romance;Adult Fiction;Erotica;Romance;Erotic Romance;Romance;Contemporary Romance;Romance;Romantic Suspense;Contemporary,April 7th 2009,339,Berkley Sensation,English,0
32716,32716,862,1065,Nauti Nights,Lora Leigh,Contemporary Fiction:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,24 Feb 2011,314,Penguin Putnam Inc,English,Nauti Intentions,Lora Leigh,Romance;Adult Fiction;Erotica;Romance;Erotic Romance;Romance;Contemporary Romance;Romance;Romantic Suspense;Contemporary,April 7th 2009,339,Berkley Sensation,English,0
32722,32722,843,1065,Nauti Boy,Lora Leigh,Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,25 Jul 2011,296,Penguin Putnam Inc,English,Nauti Intentions,Lora Leigh,Romance;Adult Fiction;Erotica;Romance;Erotic Romance;Romance;Contemporary Romance;Romance;Romantic Suspense;Contemporary,April 7th 2009,339,Berkley Sensation,English,0
32729,32729,3138,1065,Nauti Nights,Lora Leigh,Contemporary Fiction:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,24 Apr 2008,304,Penguin Putnam Inc,English,Nauti Intentions,Lora Leigh,Romance;Adult Fiction;Erotica;Romance;Erotic Romance;Romance;Contemporary Romance;Romance;Romantic Suspense;Contemporary,April 7th 2009,339,Berkley Sensation,English,0
32818,32818,3655,1069,The Proposition,Katie Ashley,Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,09 Dec 2012,347,Createspace Independent Publishing Platform,English,The Proposition,Katie Ashley,Romance;Romance;Contemporary Romance;Contemporary;Adult;Womens Fiction;Chick Lit,December 9th 2012,316,CreateSpace,English,1
33121,33121,850,1082,Double Time : Sinners on Tour,Olivia Cunning,Contemporary Fiction:Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,15 Nov 2012,406,Sourcebooks Inc,English,Double Time,Olivia Cunning,Romance;Adult Fiction;Erotica;Contemporary;Music;Erotica;Menage,November 6th 2012,416,Sourcebooks Casablanca,English,1
33426,33426,2309,1093,Untamed Highlander,Donna Grant,Fantasy:Fantasy Books:Historical Romance:Historical Romance,10 May 2011,336,St Martin's Press,English,Sold to the Highest Bidder,Donna Alward,Romance;Romance;Contemporary Romance;Contemporary,February 1st 2011,216,Samhain Publishing,,0
33460,33460,197,1095,Archangel's Storm,Nalini Singh,Romance:Romance Books,04 Sep 2012,337,Penguin Putnam Inc,English,Archangel's Blade,Nalini Singh,Fantasy;Paranormal;Romance;Paranormal Romance;Fantasy;Urban Fantasy;Romance;Paranormal;Angels;Fantasy;Paranormal;Vampires,September 6th 2011,310,Berkley Sensation,English,0
33487,33487,1154,1095,Angels' Blood,Nalini Singh,Horror:Horror:Fantasy:Fantasy Books:Romance:Romance Books,16 Jul 2009,353,Penguin Putnam Inc,English,Archangel's Blade,Nalini Singh,Fantasy;Paranormal;Romance;Paranormal Romance;Fantasy;Urban Fantasy;Romance;Paranormal;Angels;Fantasy;Paranormal;Vampires,September 6th 2011,310,Berkley Sensation,English,0
33499,33499,1351,1095,Blaze of Memory : A Psy-Changeling novel,Nalini Singh,Horror:Horror:Fantasy:Fantasy Books:Romance:Romance Books,06 Nov 2009,390,Penguin Putnam Inc,English,Archangel's Blade,Nalini Singh,Fantasy;Paranormal;Romance;Paranormal Romance;Fantasy;Urban Fantasy;Romance;Paranormal;Angels;Fantasy;Paranormal;Vampires,September 6th 2011,310,Berkley Sensation,English,0
33540,33540,2189,1096,A Gentle Feuding,Johanna Lindsey,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance:Historical Romance:Historical Romance,05 Feb 2002,400,HarperCollins Publishers Inc,English,Gentle Rogue,Johanna Lindsey,Romance;Historical Romance;Romance;Historical;Historical;Regency;Adventure;Pirates,July 12th 2011,452,Avon,,0
33644,33644,423,1099,The Designs of Lord Randolph Cavanaugh,Stephanie Laurens,Historical Romance:Historical Romance:Historical Fiction,24 Apr 2018,384,Mira Books,English,The Edge of Desire,Stephanie Laurens,Romance;Romance;Historical Romance;Historical;Historical;Regency;Historical;Historical Fiction;Historical Romance;Regency Romance,August 26th 2008,433,Avon,English,0
33712,33712,1839,1099,The Edge Of Desire : Number 7 in series,Stephanie Laurens,Historical Romance:Historical Romance,05 Aug 2010,480,Little Brown Book Group,English,The Edge of Desire,Stephanie Laurens,Romance;Romance;Historical Romance;Historical;Historical;Regency;Historical;Historical Fiction;Historical Romance;Regency Romance,August 26th 2008,433,Avon,English,1
33809,33809,355,1103,Beyond The Highland Mist,Karen Marie Moning,Romance:Romance Books:Historical Romance:Historical Romance,01 Apr 2000,375,Bantam Doubleday Dell Publishing Group Inc,English,The Highlander's Touch,Karen Marie Moning,Romance;Science Fiction;Time Travel;Romance;Paranormal Romance;Romance;Historical Romance;Fantasy;Paranormal;Fantasy;Historical,May 29th 2007,356,Dell Publishing Company,English,0
33814,33814,399,1103,Kiss Of The Highlander,Karen Marie Moning,Romance:Romance Books:Historical Romance:Historical Romance,02 Nov 2001,396,Bantam Doubleday Dell Publishing Group Inc,English,The Highlander's Touch,Karen Marie Moning,Romance;Science Fiction;Time Travel;Romance;Paranormal Romance;Romance;Historical Romance;Fantasy;Paranormal;Fantasy;Historical,May 29th 2007,356,Dell Publishing Company,English,0
33815,33815,407,1103,Spell Of The Highlander,Karen Marie Moning,Romance:Romance Books:Historical Romance:Historical Romance,07 Jul 2006,416,Bantam Doubleday Dell Publishing Group Inc,English,The Highlander's Touch,Karen Marie Moning,Romance;Science Fiction;Time Travel;Romance;Paranormal Romance;Romance;Historical Romance;Fantasy;Paranormal;Fantasy;Historical,May 29th 2007,356,Dell Publishing Company,English,0
33836,33836,1201,1103,The Dark Highlander,Karen Marie Moning,Fantasy:Fantasy Books:Romance:Romance Books,01 Oct 2002,1,Bantam Doubleday Dell Publishing Group Inc,English,The Highlander's Touch,Karen Marie Moning,Romance;Science Fiction;Time Travel;Romance;Paranormal Romance;Romance;Historical Romance;Fantasy;Paranormal;Fantasy;Historical,May 29th 2007,356,Dell Publishing Company,English,0
33843,33843,1318,1103,The Highlander's Touch,Karen Marie Moning,Romance:Romance Books:Historical Romance:Historical Romance,07 Nov 2000,384,Bantam Doubleday Dell Publishing Group Inc,English,The Highlander's Touch,Karen Marie Moning,Romance;Science Fiction;Time Travel;Romance;Paranormal Romance;Romance;Historical Romance;Fantasy;Paranormal;Fantasy;Historical,May 29th 2007,356,Dell Publishing Company,English,1
34078,34078,858,1119,When I'm With You Complete Novel (Because You Are Mine Series #2),Beth Kery,Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,12 Sep 2013,448,Headline Publishing Group,English,Because We Belong,Beth Kery,Romance;Adult Fiction;Erotica;Erotica;Bdsm;Contemporary;Romance;Erotic Romance,November 5th 2013,418,Berkley,English,0
34125,34125,1069,1123,Eternal Rider,Larissa Ione,Contemporary Fiction:Fantasy:Fantasy Books:Romance:Romance Books,01 Apr 2011,412,Time Warner Trade Publishing,English,Lethal Rider,Larissa Ione,Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Paranormal;Demons;Paranormal;Angels;Fantasy;Paranormal;Vampires,May 22nd 2012,464,Piatkus Books,English,0
34130,34130,1232,1123,Rogue Rider,Larissa Ione,Contemporary Fiction:Horror:Horror:Romance:Romance Books,20 Nov 2012,432,Time Warner Trade Publishing,English,Lethal Rider,Larissa Ione,Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Paranormal;Demons;Paranormal;Angels;Fantasy;Paranormal;Vampires,May 22nd 2012,464,Piatkus Books,English,0
34299,34299,369,1130,This Duchess of Mine,Eloisa James,Historical Romance:Historical Romance,08 Jul 2011,372,HarperCollins Publishers Inc,English,This Duchess of Mine,Eloisa James,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Historical;Regency,May 26th 2009,370,Avon,English,1
34328,34328,1718,1130,Desperate Duchesses,Eloisa James,Historical Romance:Historical Romance,08 Jul 2011,384,HarperCollins Publishers Inc,English,This Duchess of Mine,Eloisa James,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Historical;Regency,May 26th 2009,370,Avon,English,0
34445,34445,2764,1138,Born of Legend,Sherrilyn Kenyon,Adult & Contemporary Romance:Adult & Contemporary Romance,06 Apr 2017,736,Little Brown Book Group,English,Born of Silence,Sherrilyn Kenyon,Romance;Romance;Paranormal Romance;Fantasy;Paranormal;Science Fiction;Fantasy,May 1st 2012,614,Grand Central Publishing,,0
34467,34467,1320,1138,Born of Ice,Sherrilyn Kenyon,Fantasy:Fantasy Books:Romance:Romance Books,01 Dec 2009,352,St Martin's Press,English,Born of Silence,Sherrilyn Kenyon,Romance;Romance;Paranormal Romance;Fantasy;Paranormal;Science Fiction;Fantasy,May 1st 2012,614,Grand Central Publishing,,0
34471,34471,1381,1138,Born of Fire,Sherrilyn Kenyon,Fantasy:Fantasy Books:Romance:Romance Books,03 Nov 2009,540,St Martin's Press,English,Born of Silence,Sherrilyn Kenyon,Romance;Romance;Paranormal Romance;Fantasy;Paranormal;Science Fiction;Fantasy,May 1st 2012,614,Grand Central Publishing,,0
34657,34657,1668,1142,Simply Perfect,Mary Balogh,Romance:Romance Books:Historical Romance:Historical Romance,30 Dec 2008,448,Random House USA Inc,English,Simply Love,Mary Balogh,Romance;Romance;Historical Romance;Historical;Historical;Regency;Historical;Historical Fiction,February 27th 2007,418,Dell,English,0
34785,34785,126,1144,Summer at Little Beach Street Bakery : W&H Readers Best Feel-Good Read,Jenny Colgan,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,26 Feb 2015,448,Little Brown Book Group,English,It's Not Summer Without You,Jenny Han;Alice Delarbre,Young Adult;Romance;Contemporary,April 27th 2010,288,Simon  Schuster Books for Young Readers,English,0
34878,34878,2421,1150,Lead,Kylie Scott,Adult & Contemporary Romance:Adult & Contemporary Romance,05 Nov 2015,320,Pan MacMillan,English,Lead,Kylie Scott,Romance;New Adult;Contemporary;Romance;Contemporary Romance;Music,November 25th 2014,305,St. Martin's Griffin,English,1
34914,34914,866,1153,Hot Ticket : Sinners on Tour,Olivia Cunning,Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,05 Feb 2013,391,Sourcebooks Inc,English,Hot Ticket,Olivia Cunning,Romance;Adult Fiction;Erotica;Contemporary;Romance;Contemporary Romance;Music;Adult,February 5th 2013,365,Sourcebooks Casablanca,English,1
34941,34941,350,1154,Dragonfly in Amber,Diana Gabaldon,Fantasy:Fantasy Books:Romance:Romance Books:Historical Romance:Historical Romance:Historical Fiction,07 Aug 2001,743,Bantam Doubleday Dell Publishing Group Inc,English,Dragonfly in Amber,Diana Gabaldon;Sven Christer Swahn;Gunilla Leining,Historical;Historical Fiction;Romance;Fantasy;Fiction;Science Fiction;Time Travel;Historical,August 7th 2001,743,Bantam,English,1
35252,35252,1515,1161,Voyager,Diana Gabaldon,Contemporary Fiction:Fantasy:Fantasy Books:Romance:Romance Books,07 Aug 2001,912,Bantam Doubleday Dell Publishing Group Inc,English,Voyager,Diana Gabaldon,Historical;Historical Fiction;Romance;Fantasy;Fiction;Science Fiction;Time Travel;Historical;Romance;Historical Romance;Adult;Cultural;Scotland;Adventure,August 7th 2001,870,Delta,English,1
35258,35258,1877,1161,Voyager,Diana Gabaldon,Science Fiction:Science Fiction:Romance:Romance Books:Historical Romance:Historical Romance,01 Oct 1994,1059,Turtleback Books,English,Voyager,Diana Gabaldon,Historical;Historical Fiction;Romance;Fantasy;Fiction;Science Fiction;Time Travel;Historical;Romance;Historical Romance;Adult;Cultural;Scotland;Adventure,August 7th 2001,870,Delta,English,1
35273,35273,103,1163,Virgins : An Outlander Short Story,Diana Gabaldon,Historical Adventure:Historical Romance:Historical Romance:Historical Fiction,18 Nov 2016,256,Cornerstone,English,The Outlander Series,Diana Gabaldon,Historical;Historical Fiction;Romance;Fantasy;Historical;Science Fiction;Time Travel;Fiction,October 29th 2012,7852,Dell,English,0
35275,35275,192,1163,Outlander,Diana Gabaldon,Science Fiction:Science Fiction:Fantasy:Fantasy Books:Romance:Romance Books:Historical Romance:Historical Romance:Historical Fiction,20 Aug 2014,850,Dell Publishing Company,English,The Outlander Series,Diana Gabaldon,Historical;Historical Fiction;Romance;Fantasy;Historical;Science Fiction;Time Travel;Fiction,October 29th 2012,7852,Dell,English,0
35546,35546,1362,1168,Edge of Darkness,Christine Feehan:Maggie Shayne:Lori Herter,Romance:Romance Books,15 Jan 2017,390,Penguin Putnam Inc,English,Heart of Darkness,Gena Showalter;Maggie Shayne;Susan Krinard,Fantasy;Paranormal;Romance;Paranormal;Demons;Fantasy;Adult;Fantasy;Mythology;Romance;Paranormal Romance,December 22nd 2009,336,Harlequin Books,English,0
35656,35656,516,1170,Lady Isabella's Scandalous Marriage,Jennifer Ashley,Historical Romance:Historical Romance,20 Mar 2013,325,Penguin Putnam Inc,English,Lady Isabella's Scandalous Marriage,Jennifer Ashley,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction,July 6th 2010,316,Berkley Sensation,English,1
35872,35872,1105,1177,Dark Side of the Moon,Sherrilyn Kenyon,Contemporary Fiction:Romance:Romance Books,07 Aug 2009,384,St Martin's Press,English,Dark Side of the Moon,Sherrilyn Kenyon,Romance;Paranormal Romance;Fantasy;Paranormal;Fantasy;Paranormal;Vampires;Romance;Fantasy;Urban Fantasy,November 28th 2006,353,St. Martin's Press,English,1
36000,36000,2373,1182,The Warrior: A Rouge Historical Romance,Nicole Jordan,Historical Romance:Historical Romance,16 Feb 2012,512,Ebury Publishing,English,The History of Love,Nicole Krauss,Fiction;Historical;Historical Fiction;Romance;Novels,May 17th 2006,255,Norton,English,0
36053,36053,2764,1188,Born of Legend,Sherrilyn Kenyon,Adult & Contemporary Romance:Adult & Contemporary Romance,06 Apr 2017,736,Little Brown Book Group,English,Born of the Night,Sherrilyn Kenyon,Romance;Romance;Paranormal Romance;Science Fiction;Fantasy;Paranormal;Fantasy,,560,iPublish.com,,0
36079,36079,1381,1188,Born of Fire,Sherrilyn Kenyon,Fantasy:Fantasy Books:Romance:Romance Books,03 Nov 2009,540,St Martin's Press,English,Born of the Night,Sherrilyn Kenyon,Romance;Romance;Paranormal Romance;Science Fiction;Fantasy;Paranormal;Fantasy,,560,iPublish.com,,0
36365,36365,206,1213,Love in the Afternoon,Lisa Kleypas,Historical Romance:Historical Romance,01 Jul 2010,339,St Martin's Press,English,Spin the Love,Lisa Terry,Business;Amazon;Young Adult;Thriller;Mystery Thriller,September 30th 2015,192,Createspace,None,0
37330,37330,2061,1277,Romancing Mister Bridgerton,Julia Quinn,Romance:Romance Books:Historical Romance:Historical Romance,24 Nov 2015,408,AVON BOOKS,English,Because of Miss Bridgerton,Julia Quinn,Romance;Romance;Historical Romance;Historical;Historical;Historical Fiction;Adult,March 29th 2016,375,Avon,English,0
37340,37340,293,1277,The Girl With the Make-Believe Husband : A Bridgertons Prequel,Julia Quinn,Romance:Romance Books:Historical Romance:Historical Romance,14 Jun 2017,374,HarperCollins Publishers Inc,English,Because of Miss Bridgerton,Julia Quinn,Romance;Romance;Historical Romance;Historical;Historical;Historical Fiction;Adult,March 29th 2016,375,Avon,English,0
37348,37348,431,1277,The Bridgertons: Happily Ever After,Julia Quinn,Historical Romance:Historical Romance,01 Apr 2013,384,Little Brown Book Group,English,Because of Miss Bridgerton,Julia Quinn,Romance;Romance;Historical Romance;Historical;Historical;Historical Fiction;Adult,March 29th 2016,375,Avon,English,0
37349,37349,439,1277,Romancing Mr Bridgerton : Number 4 in series,Julia Quinn,Historical Romance:Historical Romance:Historical Fiction,25 Aug 2006,384,Little Brown Book Group,English,Because of Miss Bridgerton,Julia Quinn,Romance;Romance;Historical Romance;Historical;Historical;Historical Fiction;Adult,March 29th 2016,375,Avon,English,0
37386,37386,1847,1277,Because of Miss Bridgerton,Julia Quinn,Historical Romance:Historical Romance:Historical Fiction,01 Apr 2016,384,Little Brown Book Group,English,Because of Miss Bridgerton,Julia Quinn,Romance;Romance;Historical Romance;Historical;Historical;Historical Fiction;Adult,March 29th 2016,375,Avon,English,1
38084,38084,650,1312,Night Play,Sherrilyn Kenyon,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,06 Aug 2009,371,St Martin's Press,English,Kiss of the Night,Sherrilyn Kenyon,Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Fantasy;Paranormal;Vampires,April 19th 2004,361,St. Martin's Press,English,0
38103,38103,1172,1312,Kiss of the Night,Sherrilyn Kenyon,Contemporary Fiction:Romance:Romance Books,30 Apr 2010,384,St Martin's Press,English,Kiss of the Night,Sherrilyn Kenyon,Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Fantasy;Paranormal;Vampires,April 19th 2004,361,St. Martin's Press,English,1
38156,38156,1534,1313,No Good Duke Goes Unpunished : The Third Rule of Scoundrels,Sarah MacLean,Contemporary Fiction:Historical Romance:Historical Romance,06 Mar 2014,384,AVON BOOKS,English,No Good Duke Goes Unpunished,Sarah MacLean,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Historical;Regency,November 26th 2013,384,Avon,English,1
38447,38447,915,1332,Knight Takes Queen,C. C. Gibbs,Erotic Fiction,04 Dec 2013,432,Quercus Publishing,English,Knight's Game,C.C. Gibbs,Romance;Adult Fiction;Erotica;Erotica;Bdsm;Contemporary;Romance;Contemporary Romance,June 20th 2013,364,Quercus,,0
38448,38448,946,1332,Knight's Game,C. C. Gibbs,Erotic Fiction,01 Jul 2013,448,Quercus Publishing,English,Knight's Game,C.C. Gibbs,Romance;Adult Fiction;Erotica;Erotica;Bdsm;Contemporary;Romance;Contemporary Romance,June 20th 2013,364,Quercus,,1
38449,38449,3150,1332,Knight's Mistress,C. C. Gibbs,Erotic Fiction,06 Dec 2012,364,Quercus Publishing,English,Knight's Game,C.C. Gibbs,Romance;Adult Fiction;Erotica;Erotica;Bdsm;Contemporary;Romance;Contemporary Romance,June 20th 2013,364,Quercus,,0
38454,38454,43,1334,Beautiful Disaster,Jamie Mcguire,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,14 Aug 2012,432,Simon & Schuster Ltd,English,Walking Disaster,Jamie McGuire,Romance;Contemporary;Romance;Contemporary Romance;Young Adult;Academic;College,April 2nd 2013,448,Atria Books,English,0
38457,38457,220,1334,Walking Disaster,Jamie Mcguire,Contemporary Fiction:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,02 Apr 2013,433,SIMON & SCHUSTER,English,Walking Disaster,Jamie McGuire,Romance;Contemporary;Romance;Contemporary Romance;Young Adult;Academic;College,April 2nd 2013,448,Atria Books,English,1
38463,38463,3005,1334,Beautiful Disaster,Jamie Mcguire,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,14 Aug 2012,418,SIMON & SCHUSTER,English,Walking Disaster,Jamie McGuire,Romance;Contemporary;Romance;Contemporary Romance;Young Adult;Academic;College,April 2nd 2013,448,Atria Books,English,0
38583,38583,2209,1339,The Painter's Daughter,Julie Klassen,Historical Romance:Historical Romance:Religious & Spiritual Fiction,01 Jan 2016,400,Baker Publishing Group,English,The Apothecary's Daughter,Julie Klassen,Historical;Historical Fiction;Romance;Christian Fiction;Fiction;Historical;Christian,January 1st 2009,415,Bethany House Publishers,English,0
38666,38666,682,1345,It Ends with Us,Colleen Hoover,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,02 Aug 2016,376,Atria Books,English,It Ends with Us,Colleen Hoover,Romance;New Adult;Contemporary;Fiction;Romance;Contemporary Romance,August 2nd 2016,367,Atria Books,,1
39025,39025,155,1362,Dracula,Bram Stoker:Ang Lee:Maurice Hindle:Christopher Frayling,Contemporary Fiction:Classic Books & Novels:Horror:Horror:Classic Horror:Classic Horror:Romance:Romance Books:English Language: Reading & Writing Skills,01 May 2003,512,Penguin Books Ltd,English,Dracula,Bram Stoker;Nina Auerbach;David J. Skal,Classics;Horror;Fiction;Fantasy;Paranormal;Vampires;Gothic,May 12th 1986,488,Norton,English,1
39152,39152,2780,1375,River Road,Jayne Ann Krentz,Thriller Books:Thrillers:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Jun 2015,432,Berkley Books,English,The River Knows,Amanda Quick;Jayne Ann Krentz,Romance;Romance;Historical Romance;Historical;Mystery;Historical;Historical Fiction,April 24th 2007,368,Putnam Adult,English,0
39456,39456,1805,1383,Brighter Than the Sun,Julia Quinn,Romance:Romance Books:Historical Romance:Historical Romance,08 Jul 2011,376,HarperCollins Publishers Inc,English,Brighter Than the Sun,Julia Quinn,Romance;Historical Romance;Romance;Historical;Historical;Regency;Historical;Historical Fiction;Historical Romance;Regency Romance,July 27th 2004,384,Avon,English,1
40176,40176,2876,1410,Tamed,Emma Chase,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,17 Jul 2014,272,SIMON & SCHUSTER,English,Tamed,Emma Chase,Romance;Romance;Contemporary Romance;Contemporary;New Adult;Humor;Funny;Adult,July 15th 2014,256,Gallery Books,English,1
40615,40615,1753,1426,The Serpent Prince : Number 3 in series,Elizabeth Hoyt,Contemporary Fiction:Romance:Romance Books:Historical Romance:Historical Romance,04 Oct 2007,384,Little Brown & Company,English,The Serpent Prince,Elizabeth Hoyt,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction,September 1st 2007,362,Grand Central Publishing,English,1
40687,40687,1380,1431,Remember Me?,Sophie Kinsella,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,04 Dec 2008,448,Transworld Publishers Ltd,English,Remember Me?,Sophie Kinsella,Womens Fiction;Chick Lit;Romance;Fiction;Contemporary,,352,Bantam,English,1
40703,40703,2819,1431,Remember Me?,Sophie Kinsella,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,23 Oct 2008,448,Transworld Publishers Ltd,English,Remember Me?,Sophie Kinsella,Womens Fiction;Chick Lit;Romance;Fiction;Contemporary,,352,Bantam,English,1
40915,40915,264,1442,Heaven and Earth : Three Sisters Island Trilogy,Nora Roberts,Contemporary Fiction:Horror:Horror:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,25 Jul 2011,368,Penguin Putnam Inc,English,Heaven and Earth,Nora Roberts,Romance;Fantasy;Paranormal;Fiction;Fantasy;Romance;Contemporary Romance;Romance;Paranormal Romance,February 1st 2002,416,Judy Piatkus,English,1
41192,41192,2404,1447,Something About Emmaline,Elizabeth Boyle,Historical Romance:Historical Romance,29 Aug 2011,384,HarperCollins Publishers Inc,English,Something; Maybe,Elizabeth Scott,Young Adult;Romance;Contemporary;Womens Fiction;Chick Lit;Fiction,March 24th 2009,217,Simon Pulse,English,0
41448,41448,2814,1458,From This Moment on,Bella Andre,Adult & Contemporary Romance:Adult & Contemporary Romance,25 Jun 2013,378,Mira Books,English,From This Moment On,Bella Andre,Romance;Romance;Contemporary Romance;Contemporary,August 30th 2011,176,Bella Andre,,0
41627,41627,1839,1461,The Edge Of Desire : Number 7 in series,Stephanie Laurens,Historical Romance:Historical Romance,05 Aug 2010,480,Little Brown Book Group,English,Secret Desires of a Gentleman,Laura Lee Guhrke,Romance;Historical Romance;Romance;Historical;Historical;Victorian;Historical;Regency;Historical;Historical Fiction,September 30th 2008,384,Avon,English,0
41682,41682,2493,1464,Megan's Mark,Lora Leigh,Fantasy:Fantasy Books:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,25 Jul 2011,304,Penguin Putnam Inc,English,Megan's Mark,Lora Leigh,Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Adult Fiction;Erotica;Paranormal;Shapeshifters,May 2nd 2006,295,Berkley,English,1
42072,42072,2660,1488,If You Were Mine,Bella Andre,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,29 Oct 2013,344,Mira Books,English,If You Were Mine,Bella Andre,Romance;Romance;Contemporary Romance;Contemporary,May 24th 2012,194,Oak Press LLC,English,1
42095,42095,2793,1489,Thanks for the Memories,Cecelia Ahern,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,15 Sep 2008,512,HarperCollins Publishers,English,Thanks for the Memories,Cecelia Ahern,Womens Fiction;Chick Lit;Romance;Fiction;Contemporary,April 1st 2008,373,HarperCollins,English,1
42509,42509,1542,1514,Don't Tempt Me,Loretta Chase,Historical Romance:Historical Romance,08 Jul 2011,375,HarperCollins Publishers Inc,English,Don't Tempt Me,Loretta Chase,Romance;Historical;Regency;Romance;Historical Romance;Historical;Historical Fiction;Historical Romance;Regency Romance,June 30th 2009,353,Avon Books,English,1
42743,42743,255,1522,Seduction in Death,J. D. Robb,Contemporary Fiction:Crime:Crime Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Sep 2001,354,Penguin Putnam Inc,English,Concealed in Death,J.D. Robb,Mystery;Romance;Fiction,February 18th 2014,402,Berkley,English,0
42760,42760,1092,1522,Survivor in Death,J D Robb,Crime:Crime Fiction:Romance:Romance Books,13 Jul 2011,375,Penguin Putnam Inc,English,Concealed in Death,J.D. Robb,Mystery;Romance;Fiction,February 18th 2014,402,Berkley,English,0
42970,42970,896,1530,Because We Belong (Because You Are Mine Series #3),Beth Kery,Erotic Fiction:Romance:Romance Books,05 Nov 2013,416,Headline Publishing Group,English,Because You Are Mine: The Complete Novel,Beth Kery,Romance;Adult Fiction;Erotica;Erotica;Bdsm;Romance;Contemporary Romance;Romance;Erotic Romance;Contemporary,March 5th 2013,368,Berkley,,0
42971,42971,922,1530,Since I Saw You (Because You Are Mine Series #4),Beth Kery,Contemporary Fiction:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,05 Jun 2014,352,Headline Publishing Group,English,Because You Are Mine: The Complete Novel,Beth Kery,Romance;Adult Fiction;Erotica;Erotica;Bdsm;Romance;Contemporary Romance;Romance;Erotic Romance;Contemporary,March 5th 2013,368,Berkley,,0
43027,43027,3526,1536,Surrender to Me,Shayla Black,Contemporary Fiction:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,02 Jul 2013,353,Penguin Putnam Inc,English,Surrender to Me,Shayla Black,Erotica;Bdsm;Adult Fiction;Erotica;Romance;Romance;Erotic Romance,March 1st 2011,353,Berkley Trade,English,1
43283,43283,2033,1561,Angel Creek,Linda Howard,Contemporary Fiction:Romance:Romance Books:Historical Romance:Historical Romance,01 Jan 1998,352,SIMON & SCHUSTER,English,The Man from Stone Creek,Linda Lael Miller,Westerns;Romance;Historical Romance;Historical;Romance;Western Romance;Romance;Fiction,June 1st 2006,331,Harlequin Books,,0
43402,43402,1852,1566,Seven Years to Sin,Sylvia Day,Adult & Contemporary Romance:Adult & Contemporary Romance:Historical Romance:Historical Romance:Sagas:Historical Fiction,28 Aug 2012,341,Kensington Publishing,English,Seven Years to Sin,Sylvia Day,Romance;Romance;Historical Romance;Historical;Adult;Adult Fiction;Erotica;Historical;Historical Fiction,August 30th 2011,352,Kensington Brava,English,1
