,_id,ltable_id,rtable_id,ltable_Title,ltable_Authors,ltable_Genres,ltable_Publishing Date,ltable_Pages,ltable_Publisher,ltable_Language,rtable_Title,rtable_Authors,rtable_Genres,rtable_Publishing Date,rtable_Pages,rtable_Publisher,rtable_Language
24201,24201,3735,748,On Her Master's Secret Service Masters and Mercenaries Book 4,Lexi Blake,Erotic Fiction,13 May 2013,410,Dlz Entertainment,English,Letters to a Secret Lover,Toni Blake,Romance;Contemporary Romance;Romance;Contemporary;Adult Fiction;Erotica,May 27th 2008,370,Avon,English
24271,24271,1106,755,Ashes of Midnight,Lara Adrian,Fiction Books:Fantasy:Fantasy Books:Romance:Romance Books,07 Dec 2010,353,Random House USA Inc,English,Shades of Midnight,Lara Adrian,Romance;Paranormal Romance;Fantasy;Paranormal;Paranormal;Vampires;Romance,December 29th 2009,383,Dell,English
24503,24503,2311,765,Scandalous Desires : Number 3 in series,Elizabeth Hoyt,Adult & Contemporary Romance:Adult & Contemporary Romance:Historical Romance:Historical Romance,03 Nov 2011,384,Little Brown Book Group,English,Scandalous Desires,Elizabeth Hoyt,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Adventure;Pirates,October 18th 2011,393,Grand Central Publishing,
24505,24505,3953,765,Scandalous Desires,Elizabeth Hoyt,Erotic Fiction:Myth & Legend Told As Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance:Historical Romance:Historical Romance:Historical Fiction,01 Dec 2014,378,Little Brown & Company,English,Scandalous Desires,Elizabeth Hoyt,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Adventure;Pirates,October 18th 2011,393,Grand Central Publishing,
24657,24657,318,769,Beneath a Burning Sky : A gripping mystery and a beautiful love story that ticks all the boxes,Jenny Ashcroft,Contemporary Fiction:Crime:Crime Fiction:Historical Crime:Historical Crime:Romance:Romance Books:Historical Romance:Historical Romance:Historical Fiction,20 Nov 2018,432,Little Brown Book Group,English,To All the Boys I've Loved Before,Jenny Han,Realistic Fiction;Young Adult;Contemporary,March 20th 2015,355,Penerbit Spring,
24725,24725,1254,772,One Night: Promised,Jodi Ellen Malpas,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,17 Jul 2014,416,Orion Publishing Co,English,Promised,Jodi Ellen Malpas,Romance;Adult Fiction;Erotica;Romance;Contemporary Romance;Contemporary;Adult,July 17th 2014,480,Forever (Grand Central Publishing),
24728,24728,3367,772,One Night: Promised,Jodi Ellen Malpas,Contemporary Fiction:Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,05 Aug 2014,402,FOREVER,English,Promised,Jodi Ellen Malpas,Romance;Adult Fiction;Erotica;Romance;Contemporary Romance;Contemporary;Adult,July 17th 2014,480,Forever (Grand Central Publishing),
24843,24843,1602,778,The Duke And I : Number 1 in series,Julia Quinn,Romance:Romance Books:Historical Romance:Historical Romance:Historical Fiction,08 Jun 2006,352,Little Brown Book Group,English,The Secret Diaries of Miss Miranda Cheever,Julia Quinn,Romance;Historical Romance;Romance;Historical;Historical;Regency;Historical;Historical Fiction;Fiction,June 26th 2007,373,Avon,English
24866,24866,1896,778,Dancing At Midnight : Number 2 in series,Julia Quinn,Historical Romance:Historical Romance,01 Jul 2008,384,Little Brown Book Group,English,The Secret Diaries of Miss Miranda Cheever,Julia Quinn,Romance;Historical Romance;Romance;Historical;Historical;Regency;Historical;Historical Fiction;Fiction,June 26th 2007,373,Avon,English
24887,24887,1073,779,Taken by Midnight : A Midnight Breed Novel,Lara Adrian,Horror:Horror:Romance:Romance Books,28 Sep 2010,400,Random House USA Inc,English,Deeper Than Midnight,Lara Adrian,Romance;Paranormal Romance;Fantasy;Paranormal;Paranormal;Vampires;Romance,June 28th 2011,387,Dell,English
24889,24889,1096,779,Midnight Rising,Lara Adrian,Fantasy:Fantasy Books:Romance:Romance Books,12 Feb 2009,356,Random House USA Inc,English,Deeper Than Midnight,Lara Adrian,Romance;Paranormal Romance;Fantasy;Paranormal;Paranormal;Vampires;Romance,June 28th 2011,387,Dell,English
24904,24904,1027,780,Wicked Nights : Mass Market Paperback,Gena Showalter,Contemporary Fiction:Romance:Romance Books,06 Jul 2012,416,HarperCollins Publishers,English,Wicked Nights,Gena Showalter,Romance;Paranormal Romance;Fantasy;Paranormal;Paranormal;Angels;Romance;Fantasy;Paranormal;Demons,June 26th 2012,411,HQN Books,English
25079,25079,1107,784,Archangel's Heart,Nalini Singh,Horror:Horror:Fantasy:Fantasy Books:Romance:Romance Books,01 Nov 2016,400,Berkley Books,English,Heart of Obsidian,Nalini Singh,Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Fantasy;Fantasy;Urban Fantasy;Paranormal;Shapeshifters,June 4th 2013,360,Berkley Sensation,
25269,25269,2224,795,An Offer From a Gentleman,Julia Quinn,Historical Romance:Historical Romance,25 Aug 2015,416,HarperCollins Publishers Inc,English,An Offer From a Gentleman,Julia Quinn,Romance;Historical Romance;Romance;Historical;Regency;Historical;Historical Fiction;Historical Romance;Regency Romance;Historical;Fiction;Adult,October 13th 2009,390,Avon,
25354,25354,83,798,The Perfect Hope : The Inn Boonsboro Trilogy,Nora Roberts,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,06 Nov 2012,336,Penguin Putnam Inc,English,The Perfect Hope,Nora Roberts,Romance;Romance;Contemporary Romance;Contemporary;Fiction;Womens Fiction;Chick Lit,November 6th 2012,None,Brilliance Audio,English
25989,25989,3907,815,Opening Up : Best Butch Femme Erotica,Tristan Taormino,Erotic Fiction,05 Mar 2010,224,Cleis Press,English,The Next Best Thing,Kristan Higgins,Romance;Romance;Contemporary Romance;Womens Fiction;Chick Lit;Contemporary;Fiction,January 19th 2010,400,HQN Books,English
25991,25991,3244,816,Devoured : A Novel,EMILY SNOW,Contemporary Fiction:Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,20 Jun 2013,304,SIMON & SCHUSTER,English,Devoured,Emily Snow,Romance;New Adult;Contemporary;Romance;Contemporary Romance;Adult Fiction;Erotica,October 9th 2012,202,,
26003,26003,871,817,Sweet Surrender,Maya Banks,Contemporary Fiction:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,07 Feb 2013,314,Penguin Putnam Inc,English,Sweet Surrender,Maya Banks,Adult Fiction;Erotica;Romance;Erotica;Bdsm;Romance;Erotic Romance;Romance;Contemporary Romance,March 4th 2008,344,Berkley Heat,English
26020,26020,3077,817,Sweet Addiction,Maya Banks,Contemporary Fiction:Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,19 Nov 2014,330,Penguin Putnam Inc,English,Sweet Surrender,Maya Banks,Adult Fiction;Erotica;Romance;Erotica;Bdsm;Romance;Erotic Romance;Romance;Contemporary Romance,March 4th 2008,344,Berkley Heat,English
26021,26021,3102,817,Sweet Possession,Maya Banks,Contemporary Fiction:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,19 Nov 2014,310,Penguin Putnam Inc,English,Sweet Surrender,Maya Banks,Adult Fiction;Erotica;Romance;Erotica;Bdsm;Romance;Erotic Romance;Romance;Contemporary Romance,March 4th 2008,344,Berkley Heat,English
26377,26377,3158,830,Wicked Ties,Shayla Black,Contemporary Fiction:Thriller Books:Thrillers:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,02 Apr 2013,341,Penguin Putnam Inc,English,Wicked Ties,Shayla Black,Adult Fiction;Erotica;Erotica;Bdsm;Romance;Romance;Erotic Romance;Contemporary,January 2nd 2007,341,Berkley Heat,English
26454,26454,3139,833,Revealing Us,Lisa Renee Jones,Contemporary Fiction:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,26 Sep 2013,320,SIMON & SCHUSTER,English,Revealing Us,Lisa Renee Jones,Romance;Erotica;Bdsm;Adult Fiction;Erotica;Romance;Contemporary Romance;Romance;Erotic Romance,September 10th 2013,320,Gallery Books,
26523,26523,451,834,Love Come to Me,Lisa Kleypas,Romance:Romance Books:Historical Romance:Historical Romance:Historical Fiction,30 Aug 2011,390,Penguin Putnam Inc,English,Love; Come to Me,Lisa Kleypas,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Fiction,June 7th 1988,411,Onyx,English
26829,26829,286,853,The Sum of all Kisses,Julia Quinn,Historical Romance:Historical Romance,01 Nov 2013,373,HarperCollins Publishers Inc,English,The Sum of All Kisses,Julia Quinn,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Historical;Regency;Historical Romance;Regency Romance;Fiction,October 29th 2013,373,Avon,English
26851,26851,1632,853,It's In His Kiss : Number 7 in series,Julia Quinn,Historical Romance:Historical Romance,01 Dec 2006,384,Little Brown Book Group,English,The Sum of All Kisses,Julia Quinn,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Historical;Regency;Historical Romance;Regency Romance;Fiction,October 29th 2013,373,Avon,English
27173,27173,1025,866,Immortals After Dark #6: Kiss of a Demon King,Kresley Cole,Romance:Romance Books,21 Jul 2009,352,SIMON & SCHUSTER,English,Dreams of a Dark Warrior,Kresley Cole,Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Paranormal;Vampires;Fantasy,February 15th 2011,515,Pocket,English
27288,27288,3137,869,Dangerous Secrets,Lisa Marie Rice,Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,02 Sep 2011,344,HarperCollins Publishers Inc,English,Dangerous Lover,Lisa Marie Rice,Romance;Romance;Romantic Suspense;Adult Fiction;Erotica;Romance;Contemporary Romance;Contemporary;Suspense,July 31st 2007,337,Avon Red,English
27291,27291,3302,869,Breaking Danger : A Ghost Ops Novel,Lisa Marie Rice,Thriller Books:Thrillers:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,15 Jul 2014,320,HarperCollins Publishers Inc,English,Dangerous Lover,Lisa Marie Rice,Romance;Romance;Romantic Suspense;Adult Fiction;Erotica;Romance;Contemporary Romance;Contemporary;Suspense,July 31st 2007,337,Avon Red,English
27400,27400,1691,874,Splendid,Julia Quinn,Romance:Romance Books:Historical Romance:Historical Romance,26 Aug 2003,396,HarperCollins Publishers Inc,English,Splendid,Julia Quinn,Romance;Historical Romance;Romance;Historical;Historical;Regency;Historical;Historical Fiction;Historical Romance;Regency Romance,August 26th 2003,396,Avon,English
27722,27722,2865,885,Sloppy Firsts : A Novel,Megan McCafferty,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,28 Aug 2001,280,Random House USA Inc,English,Sloppy Firsts,Megan McCafferty,Young Adult;Womens Fiction;Chick Lit;Fiction;Contemporary;Romance,August 28th 2001,298,Broadway Books,English
27787,27787,525,887,Lair of the Lion,Christine Feehan,Fantasy:Fantasy Books:Historical Romance:Historical Romance,20 Feb 2012,384,HarperCollins Publishers Inc,English,Lair of the Lion,Christine Feehan,Romance;Fantasy;Paranormal;Romance;Paranormal Romance;Romance;Historical Romance;Fantasy,September 1st 2002,366,Leisure Books,English
27941,27941,3027,892,Chains of Fire,Christina Dodd,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,25 Jul 2011,431,Penguin Putnam Inc,English,Oceans of Fire,Christine Feehan,Romance;Fantasy;Paranormal;Romance;Paranormal Romance;Fantasy;Fantasy;Magic,May 31st 2005,356,Jove,English
28009,28009,355,895,Beyond The Highland Mist,Karen Marie Moning,Romance:Romance Books:Historical Romance:Historical Romance,01 Apr 2000,375,Bantam Doubleday Dell Publishing Group Inc,English,To Tame A Highland Warrior,Karen Marie Moning,Romance;Historical Romance;Fantasy;Historical;Science Fiction;Time Travel;Romance;Historical;Historical Fiction;Adult;Fiction;Cultural;Scotland;Fantasy;Paranormal,November 4th 2009,388,Dell,
28807,28807,603,917,The Darkest Whisper,Gena Showalter,Fantasy:Fantasy Books:Adult & Contemporary Romance:Adult & Contemporary Romance,29 Aug 2009,416,HarperCollins Publishers,English,The Darkest Pleasure,Gena Showalter,Romance;Paranormal Romance;Fantasy;Paranormal;Paranormal;Demons;Fantasy;Romance,July 1st 2008,368,HQN Books,English
28994,28994,3517,925,Beauty from Surrender (Beauty Series #2),Georgia Cates,Contemporary Fiction:Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,28 May 2013,350,Createspace Independent Publishing Platform,English,Beauty from Surrender,Georgia Cates,Romance;Romance;Contemporary Romance;Adult Fiction;Erotica;Contemporary;New Adult;Adult;Romance;Erotic Romance;Music;Did Not Finish;Womens Fiction;Chick Lit,May 30th 2013,277,Georgia Cates,
29257,29257,1098,937,Nora Roberts Sign of Seven Trilogy Box Set,Nora Roberts,Romance:Romance Books,01 Apr 2009,None,Penguin Putnam Inc,English,Irish trilogy collection,Nora Roberts;Patricia Daniels,Romance;Romance;Contemporary Romance;Fiction,June 10th 2003,None,Brilliance Audio,English
29845,29845,949,968,Wicked Burn,Beth Kery,Contemporary Fiction:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,01 May 2012,329,Penguin Putnam Inc,English,Wicked Burn,Beth Kery,Adult Fiction;Erotica;Romance;Contemporary;Romance;Contemporary Romance;Romance;Erotic Romance;Erotica;Bdsm;Adult,December 2nd 2008,343,Berkley,English
30103,30103,1196,978,Bonds of Justice : Book 8,Nalini Singh,Fantasy:Fantasy Books:Romance:Romance Books,01 Jun 2011,368,Orion Publishing Co,English,Bonds of Justice,Nalini Singh,Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Fantasy;Fantasy;Urban Fantasy;Paranormal;Shapeshifters,July 6th 2010,348,Berkley,English
30452,30452,1085,994,A Room with a View,E. M. Forster:Malcolm Bradbury,Contemporary Fiction:Classic Books & Novels:Romance:Romance Books:People & Places,31 Aug 2006,240,Penguin Books Ltd,English,A Room with a View,E.M. Forster,Classics;Fiction;Romance;Literature;Historical;Historical Fiction,January 1st 2005,119,Digireads.com,English
30658,30658,3549,1004,The End of the Innocence,Alessandra Torre,Erotic Fiction,23 Mar 2014,448,Dca Inc.,English,Blindfolded Innocence,Alessandra Torre,Romance;Adult Fiction;Erotica;Contemporary;Erotica;Bdsm;Romance;Contemporary Romance;Adult,July 19th 2012,307,,
30752,30752,445,1007,A Secret Love,Stephanie Laurens,Romance:Romance Books:Historical Romance:Historical Romance:Historical Fiction,27 Sep 2000,374,HarperCollins Publishers Inc,English,A Secret Love,Stephanie Laurens,Romance;Romance;Historical Romance;Historical;Historical;Regency;Historical Romance;Regency Romance;Historical;Historical Fiction,July 3rd 2000,400,Avon,English
31230,31230,1134,1027,After Ever Happy,Anna Todd,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,13 Mar 2015,512,SIMON & SCHUSTER,English,After Ever Happy,Anna Todd,Romance;New Adult;Contemporary,February 24th 2015,512,Gallery Books,English
31231,31231,1339,1027,After We Fell : A Novel,Anna Todd,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,16 Apr 2015,848,SIMON & SCHUSTER,English,After Ever Happy,Anna Todd,Romance;New Adult;Contemporary,February 24th 2015,512,Gallery Books,English
31242,31242,2544,1027,After,Anna Todd,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,12 Jun 2015,592,SIMON & SCHUSTER,English,After Ever Happy,Anna Todd,Romance;New Adult;Contemporary,February 24th 2015,512,Gallery Books,English
31259,31259,3067,1029,The Redhead Revealed,Alice Clayton,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,07 Nov 2013,320,SIMON & SCHUSTER,English,The Redhead Revealed,Alice Clayton,Romance;Romance;Contemporary Romance;Humor;Funny;Womens Fiction;Chick Lit;Contemporary;Adult,September 28th 2010,228,,English
31294,31294,638,1032,After,Anna Todd,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,14 Apr 2015,592,SIMON & SCHUSTER,English,After,Anna Todd,Romance;New Adult;Contemporary;Young Adult,October 21st 2014,582,Gallery Books,English
31662,31662,431,1048,The Bridgertons: Happily Ever After,Julia Quinn,Historical Romance:Historical Romance,01 Apr 2013,384,Little Brown Book Group,English,The Bridgertons: Happily Ever After,Julia Quinn,Romance;Historical Romance;Romance;Historical;Historical;Regency;Historical;Historical Fiction,April 2nd 2013,374,HarperCollins,English
31669,31669,522,1048,The Other Miss Bridgerton,Julia Quinn,Romance:Romance Books:Historical Romance:Historical Romance,23 Jul 2018,384,HarperCollins Publishers Inc,English,The Bridgertons: Happily Ever After,Julia Quinn,Romance;Historical Romance;Romance;Historical;Historical;Regency;Historical;Historical Fiction,April 2nd 2013,374,HarperCollins,English
31853,31853,1138,1056,Before We Were Strangers : A Love Story,Renee Carlino,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,27 Aug 2015,320,Atria Books,English,Before We Were Strangers,Renee Carlino,Romance;Contemporary Romance;Romance;Academic;College;Fiction,August 18th 2015,320,Atria Books,English
32109,32109,3117,1065,Nauti Dreams,Lora Leigh,Contemporary Fiction:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,02 Sep 2008,304,Penguin Putnam Inc,English,Nauti Intentions,Lora Leigh,Romance;Adult Fiction;Erotica;Romance;Erotic Romance;Romance;Contemporary Romance;Romance;Romantic Suspense;Contemporary,April 7th 2009,339,Berkley Sensation,English
32730,32730,235,1095,Archangel's Viper,Nalini Singh,Science Fiction:Science Fiction:Fantasy:Fantasy Books:Romance:Romance Books,26 Sep 2017,368,Berkley Books,English,Archangel's Blade,Nalini Singh,Fantasy;Paranormal;Romance;Paranormal Romance;Fantasy;Urban Fantasy;Romance;Paranormal;Angels;Fantasy;Paranormal;Vampires,September 6th 2011,310,Berkley Sensation,English
32742,32742,1071,1095,Archangel's Enigma,Nalini Singh,Romance:Romance Books,01 Sep 2015,371,Berkley Books,English,Archangel's Blade,Nalini Singh,Fantasy;Paranormal;Romance;Paranormal Romance;Fantasy;Urban Fantasy;Romance;Paranormal;Angels;Fantasy;Paranormal;Vampires,September 6th 2011,310,Berkley Sensation,English
32746,32746,1089,1095,Archangel's Heart : Book 9,Nalini Singh,Fantasy:Fantasy Books:Romance:Romance Books,03 Nov 2016,400,Orion Publishing Co,English,Archangel's Blade,Nalini Singh,Fantasy;Paranormal;Romance;Paranormal Romance;Fantasy;Urban Fantasy;Romance;Paranormal;Angels;Fantasy;Paranormal;Vampires,September 6th 2011,310,Berkley Sensation,English
32752,32752,1154,1095,Angels' Blood,Nalini Singh,Horror:Horror:Fantasy:Fantasy Books:Romance:Romance Books,16 Jul 2009,353,Penguin Putnam Inc,English,Archangel's Blade,Nalini Singh,Fantasy;Paranormal;Romance;Paranormal Romance;Fantasy;Urban Fantasy;Romance;Paranormal;Angels;Fantasy;Paranormal;Vampires,September 6th 2011,310,Berkley Sensation,English
32758,32758,1208,1095,Archangel's Shadows : Book 7,Nalini Singh,Fantasy:Fantasy Books:Romance:Romance Books,06 Nov 2014,384,Orion Publishing Co,English,Archangel's Blade,Nalini Singh,Fantasy;Paranormal;Romance;Paranormal Romance;Fantasy;Urban Fantasy;Romance;Paranormal;Angels;Fantasy;Paranormal;Vampires,September 6th 2011,310,Berkley Sensation,English
32779,32779,532,1096,Gentle Rogue,Johanna Lindsey,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance:Historical Romance:Historical Romance,29 Mar 2005,426,HarperCollins Publishers Inc,English,Gentle Rogue,Johanna Lindsey,Romance;Historical Romance;Romance;Historical;Historical;Regency;Adventure;Pirates,July 12th 2011,452,Avon,
32803,32803,2189,1096,A Gentle Feuding,Johanna Lindsey,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance:Historical Romance:Historical Romance,05 Feb 2002,400,HarperCollins Publishers Inc,English,Gentle Rogue,Johanna Lindsey,Romance;Historical Romance;Romance;Historical;Historical;Regency;Adventure;Pirates,July 12th 2011,452,Avon,
32996,32996,1905,1101,An Unsuitable Bride,Jane Feather,Contemporary Fiction:Historical Romance:Historical Romance:Family & Relationships,24 Jul 2012,465,SIMON & SCHUSTER,English,The Hellion Bride,Catherine Coulter,Romance;Romance;Historical Romance;Historical;Fiction;Historical;Historical Fiction,November 1st 1992,378,Berkley Books,English
33058,33058,461,1103,To Tame A Highland Warrior,Karen Marie Moning,Historical Romance:Historical Romance,01 Mar 2000,366,Bantam Doubleday Dell Publishing Group Inc,English,The Highlander's Touch,Karen Marie Moning,Romance;Science Fiction;Time Travel;Romance;Paranormal Romance;Romance;Historical Romance;Fantasy;Paranormal;Fantasy;Historical,May 29th 2007,356,Dell Publishing Company,English
33064,33064,1318,1103,The Highlander's Touch,Karen Marie Moning,Romance:Romance Books:Historical Romance:Historical Romance,07 Nov 2000,384,Bantam Doubleday Dell Publishing Group Inc,English,The Highlander's Touch,Karen Marie Moning,Romance;Science Fiction;Time Travel;Romance;Paranormal Romance;Romance;Historical Romance;Fantasy;Paranormal;Fantasy;Historical,May 29th 2007,356,Dell Publishing Company,English
33084,33084,2996,1104,Left Drowning,Jessica Park,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,16 Jul 2013,399,Skyscape,English,Left Drowning,Jessica Park,New Adult;Romance;Contemporary;Academic;College;Romance;Contemporary Romance;Sociology;Abuse,July 16th 2013,399,Skyscape,English
33303,33303,2795,1116,In Your Dreams,Kristan Higgins,Adult & Contemporary Romance:Adult & Contemporary Romance,30 Sep 2014,469,Harlequin,English,Wildest Dreams,Kristen Ashley,Fantasy;Romance;Fantasy;Paranormal;Romance;Paranormal Romance;Fantasy;Magic,August 15th 2011,536,,
33314,33314,2316,1117,My Lord and Spymaster,Joanna Bourne,Espionage:Espionage:Historical Romance:Historical Romance,01 Jul 2008,324,Berkley Books,English,My Lord and Spymaster,Joanna Bourne,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Spy Thriller;Espionage;Mystery;Historical;Regency,July 1st 2008,324,Berkley Sensation,English
33511,33511,1905,1125,An Unsuitable Bride,Jane Feather,Contemporary Fiction:Historical Romance:Historical Romance:Family & Relationships,24 Jul 2012,465,SIMON & SCHUSTER,English,The Sherbrooke Bride,Catherine Coulter,Romance;Romance;Historical Romance;Historical;Historical;Historical Fiction;Historical;Regency,April 1st 1992,409,Jove,English
33614,33614,1577,1130,Duchess in Love,Eloisa James,Historical Romance:Historical Romance,08 Jul 2011,400,HarperCollins Publishers Inc,English,This Duchess of Mine,Eloisa James,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Historical;Regency,May 26th 2009,370,Avon,English
33618,33618,1636,1130,Taming of the Duke,Eloise James,Historical Romance:Historical Romance,11 Jul 2011,394,HarperCollins Publishers Inc,English,This Duchess of Mine,Eloisa James,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Historical;Regency,May 26th 2009,370,Avon,English
33635,33635,2036,1130,My American Duchess,Eloisa James,Historical Romance:Historical Romance,26 Jan 2016,432,AVON BOOKS,English,This Duchess of Mine,Eloisa James,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Historical;Regency,May 26th 2009,370,Avon,English
33728,33728,179,1132,The Darkest Surrender,Gena Showalter,Fantasy:Fantasy Books:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,27 Sep 2011,432,HarperCollins Publishers,English,The Darkest Fire,Gena Showalter,Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Paranormal;Demons;Fantasy,,66,HQN Books,English
33729,33729,212,1132,The Darkest Secret,Gena Showalter,Romance:Romance Books,29 Mar 2011,416,HarperCollins Publishers,English,The Darkest Fire,Gena Showalter,Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Paranormal;Demons;Fantasy,,66,HQN Books,English
34026,34026,1668,1142,Simply Perfect,Mary Balogh,Romance:Romance Books:Historical Romance:Historical Romance,30 Dec 2008,448,Random House USA Inc,English,Simply Love,Mary Balogh,Romance;Romance;Historical Romance;Historical;Historical;Regency;Historical;Historical Fiction,February 27th 2007,418,Dell,English
34032,34032,1800,1142,Simply Love,Mary Balogh,Contemporary Fiction:Historical Romance:Historical Romance,27 Feb 2007,418,Random House USA Inc,English,Simply Love,Mary Balogh,Romance;Romance;Historical Romance;Historical;Historical;Regency;Historical;Historical Fiction,February 27th 2007,418,Dell,English
34171,34171,1704,1145,Pleasures of a Notorious Gentleman,Lorraine Heath,Romance:Romance Books:Historical Romance:Historical Romance,02 Sep 2011,384,HarperCollins Publishers Inc,English,Pleasures of a Notorious Gentleman,Lorraine Heath,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Historical Romance;Regency Romance,November 30th 2010,372,Avon,English
34174,34174,1884,1145,Affair with a Notorious Heiress An,Lorraine Heath,Romance:Romance Books:Historical Romance:Historical Romance,06 Jun 2017,384,HarperCollins Publishers Inc,English,Pleasures of a Notorious Gentleman,Lorraine Heath,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Historical Romance;Regency Romance,November 30th 2010,372,Avon,English
34331,34331,12,1154,Outlander Boxed Set : Outlander Dragonfly in Amber Voyager Drums of Autumn,Diana Gabaldon,Fantasy:Fantasy Books:Romance:Romance Books:Historical Fiction,03 Feb 2017,None,Dell,English,Dragonfly in Amber,Diana Gabaldon;Sven Christer Swahn;Gunilla Leining,Historical;Historical Fiction;Romance;Fantasy;Fiction;Science Fiction;Time Travel;Historical,August 7th 2001,743,Bantam,English
34336,34336,37,1154,Dragon Fly In Amber : A Novel,Diana Gabaldon,Fantasy:Fantasy Books:Romance:Romance Books:Historical Romance:Historical Romance,01 Dec 1993,947,Bantam Doubleday Dell Publishing Group Inc,English,Dragonfly in Amber,Diana Gabaldon;Sven Christer Swahn;Gunilla Leining,Historical;Historical Fiction;Romance;Fantasy;Fiction;Science Fiction;Time Travel;Historical,August 7th 2001,743,Bantam,English
34359,34359,2248,1154,Dragonfly in Amber,Diana Gabaldon,Science Fiction:Science Fiction:Romance:Romance Books:Historical Romance:Historical Romance,02 Nov 1993,976,Turtleback Books,English,Dragonfly in Amber,Diana Gabaldon;Sven Christer Swahn;Gunilla Leining,Historical;Historical Fiction;Romance;Fantasy;Fiction;Science Fiction;Time Travel;Historical,August 7th 2001,743,Bantam,English
34620,34620,192,1163,Outlander,Diana Gabaldon,Science Fiction:Science Fiction:Fantasy:Fantasy Books:Romance:Romance Books:Historical Romance:Historical Romance:Historical Fiction,20 Aug 2014,850,Dell Publishing Company,English,The Outlander Series,Diana Gabaldon,Historical;Historical Fiction;Romance;Fantasy;Historical;Science Fiction;Time Travel;Fiction,October 29th 2012,7852,Dell,English
34626,34626,1020,1163,Outlander,Diana Gabaldon,Fantasy:Fantasy Books:Romance:Romance Books:Historical Fiction,05 Jul 2011,662,Random House USA Inc,English,The Outlander Series,Diana Gabaldon,Historical;Historical Fiction;Romance;Fantasy;Historical;Science Fiction;Time Travel;Fiction,October 29th 2012,7852,Dell,English
34676,34676,2349,1165,The Shadow And The Star,Laura Kinsale,Historical Romance:Historical Romance:Historical Fiction,29 Jun 2005,10,HarperCollins Publishers Inc,English,The Shadow and the Star,Laura Kinsale,Romance;Historical;Romance;Historical Romance;Historical;Historical Fiction;Historical;Victorian,March 1st 2005,464,Avon,English
34925,34925,576,1170,The Marriage Trap,Jennifer Probst,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,02 Oct 2012,288,SIMON & SCHUSTER,English,Lady Isabella's Scandalous Marriage,Jennifer Ashley,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction,July 6th 2010,316,Berkley Sensation,English
